sales_id,product_id,customer_id,date,region_id,sales_amt
127,117,271,2015-11-07,9,700
128,174,247,2015-11-07,3,1800
129,136,245,2015-11-11,8,1400
130,172,201,2015-11-12,1,500
131,169,243,2015-11-15,5,1100
132,110,241,2015-11-15,5,1800
133,114,283,2015-11-19,8,1300
134,141,263,2015-11-21,9,900
135,179,215,2015-11-22,8,1900
136,127,215,2015-11-26,2,800
137,110,282,2015-11-27,9,1800
138,128,290,2015-11-28,2,1900
139,112,267,2015-11-30,10,1600
140,167,233,2015-12-02,1,750
141,115,261,2015-12-04,3,2200
142,190,242,2015-12-12,9,2100
143,186,241,2015-12-18,1,1000
144,111,251,2015-12-19,6,900
145,116,220,2015-12-20,9,1000
146,197,300,2015-12-23,8,650
147,131,259,2015-12-24,4,1300
148,152,220,2015-12-25,6,300
149,111,232,2015-12-27,2,900
150,179,252,2016-01-03,8,1900
151,179,212,2016-01-04,3,1900
152,121,220,2016-01-04,4,900
153,125,292,2016-01-04,5,2200
154,155,296,2016-01-11,7,2200
155,124,264,2016-01-11,8,1800
156,180,206,2016-01-11,10,2400
157,182,273,2016-01-15,3,1700
158,133,242,2016-01-17,10,600
159,172,265,2016-01-20,10,500
160,110,266,2016-01-20,8,1800
161,121,262,2016-01-21,5,900
162,121,300,2016-01-21,4,900
163,150,240,2016-01-23,8,2000
164,167,204,2016-01-24,9,750
165,135,234,2016-01-24,3,2400
166,174,223,2016-01-27,9,1800
167,130,275,2016-01-28,6,2300
168,135,298,2016-01-28,10,2400
169,114,245,2016-01-31,5,1300
170,176,282,2016-02-01,3,850
171,113,203,2016-02-04,3,400
172,115,262,2016-02-12,7,2200
173,171,266,2016-02-24,1,1550
174,197,237,2016-02-26,5,650
175,186,295,2016-03-02,2,1000
176,130,299,2016-03-03,3,2300
177,129,282,2016-03-04,8,1000
178,106,235,2016-03-07,3,600
179,188,275,2016-03-08,7,1600
180,124,231,2016-03-11,3,1800
181,195,282,2016-03-12,4,2200
182,142,260,2016-03-13,5,1600
183,107,245,2016-03-13,4,1200
184,171,299,2016-03-14,7,1550
185,139,293,2016-03-16,9,1700
186,188,206,2016-03-17,7,1600
187,131,217,2016-03-20,8,1300
188,195,230,2016-03-20,9,2200
189,140,213,2016-03-23,5,2500
190,146,255,2016-03-24,1,1100
191,180,217,2016-03-27,5,2400
192,148,288,2016-03-28,3,1700
193,180,244,2016-04-02,2,2400
194,137,219,2016-04-03,1,900
195,165,217,2016-04-05,1,2300
196,131,283,2016-04-06,9,1300
197,111,227,2016-04-06,10,900
198,182,208,2016-04-08,7,1700
199,160,243,2016-04-10,1,2500
200,145,240,2016-04-20,7,2400
201,135,271,2016-04-21,7,2400
202,169,269,2016-04-22,2,1100
203,110,258,2016-04-27,7,1800
204,161,201,2016-04-27,7,950
205,143,213,2016-04-29,3,700
206,107,244,2016-05-05,7,1200
207,123,294,2016-05-07,2,500
208,193,292,2016-05-09,7,1300
209,134,253,2016-05-09,4,1500
210,126,297,2016-05-14,2,1200
211,140,214,2016-05-15,5,2500
212,159,202,2016-05-22,8,1800
213,116,207,2016-05-25,9,1000
214,128,281,2016-05-27,4,1900
215,157,270,2016-05-27,10,700
216,170,261,2016-05-28,4,2100
217,193,228,2016-05-30,5,1300
218,166,248,2016-05-31,9,1000
219,128,266,2016-05-31,8,1900
220,106,249,2016-06-02,5,600
221,139,223,2016-06-07,1,1700
222,182,257,2016-06-07,4,1700
223,168,287,2016-06-08,3,1600
224,145,256,2016-06-09,6,2400
225,117,208,2016-06-10,9,700
226,173,248,2016-06-12,6,1300
227,179,289,2016-06-14,7,1900
228,197,224,2016-06-15,9,650
229,110,295,2016-06-17,1,1800
230,200,222,2016-06-17,2,2400
231,165,274,2016-06-21,3,2300
232,129,228,2016-06-21,6,1000
233,151,221,2016-06-21,7,1500
234,124,283,2016-06-22,7,1800
235,153,208,2016-06-26,10,1600
236,177,203,2016-06-26,6,650
237,119,202,2016-06-26,2,1800
238,122,253,2016-06-27,9,1400
239,128,270,2016-06-29,2,1900
240,138,201,2016-06-29,8,1600
241,148,270,2016-07-01,10,1700
242,120,264,2016-07-03,6,1900
243,106,277,2016-07-03,9,600
244,130,239,2016-07-07,7,2300
245,149,270,2016-07-08,8,1000
246,128,235,2016-07-12,10,1900
247,133,246,2016-07-13,10,600
248,112,238,2016-07-13,6,1600
249,151,230,2016-07-16,10,1500
250,190,266,2016-07-18,6,2100
251,149,266,2016-07-25,7,1000
252,200,296,2016-07-25,5,2400
253,107,210,2016-07-27,9,1200
254,159,270,2016-07-28,8,1800
255,126,216,2016-07-31,9,1200
256,109,271,2016-08-01,3,700
257,132,239,2016-08-05,10,1100
258,163,208,2016-08-06,4,600
259,200,246,2016-08-06,6,2400
260,140,299,2016-08-12,8,2500
261,107,279,2016-08-13,1,1200
262,141,277,2016-08-14,5,900
263,163,236,2016-08-20,1,600
264,178,216,2016-08-20,3,1400
265,163,281,2016-08-21,4,600
266,165,222,2016-08-23,9,2300
267,174,240,2016-08-23,2,1800
268,182,221,2016-08-29,4,1700
269,144,261,2016-08-29,3,1300
270,164,290,2016-08-31,4,1200
271,124,293,2016-08-31,9,1800
272,168,251,2016-09-01,6,1600
273,102,273,2016-09-01,3,800
274,121,207,2016-09-04,7,900
275,115,283,2016-09-04,4,2200
276,192,273,2016-09-05,5,500
277,111,223,2016-09-08,10,900
278,121,274,2016-09-09,1,900
279,175,275,2016-09-09,7,2200
280,116,213,2016-09-22,3,1000
281,111,218,2016-09-23,2,900
282,157,254,2016-09-24,5,700
283,148,286,2016-09-26,2,1700
284,107,277,2016-09-26,4,1200
285,146,245,2016-09-27,8,1100
286,191,249,2016-09-30,7,1550
287,137,238,2016-10-01,7,900
288,131,268,2016-10-02,9,1300
289,168,272,2016-10-02,10,1600
290,139,251,2016-10-03,6,1700
291,149,270,2016-10-04,7,1000
292,104,243,2016-10-09,8,1000
293,146,246,2016-10-10,8,1100
294,121,224,2016-10-19,7,900
295,157,240,2016-10-20,2,700
296,136,294,2016-10-23,9,1400
297,119,246,2016-10-24,6,1800
298,158,268,2016-10-28,6,1400
299,162,236,2016-10-28,6,1700
300,112,238,2016-11-01,6,1600
301,118,227,2016-11-03,6,1500
302,113,216,2016-11-03,4,400
303,195,204,2016-11-06,7,2200
304,174,293,2016-11-08,8,1800
305,168,207,2016-11-11,10,1600
306,130,288,2016-11-12,4,2300
307,180,260,2016-11-12,1,2400
308,133,220,2016-11-16,6,600
309,105,227,2016-11-17,3,1500
310,144,260,2016-11-19,6,1300
311,153,251,2016-11-23,4,1600
312,131,261,2016-11-24,1,1300
313,119,201,2016-11-27,6,1800
314,137,211,2016-11-27,4,900
315,168,287,2016-12-13,10,1600
316,140,245,2016-12-17,9,2500
317,116,253,2016-12-20,5,1000
318,173,218,2016-12-22,3,1300
319,118,233,2016-12-27,7,1500
320,146,211,2016-12-29,3,1100
321,195,275,2016-12-31,8,2200
322,135,288,2017-01-03,1,2400
323,147,257,2017-01-05,5,800
324,200,257,2017-01-07,7,2400
325,146,250,2017-01-15,1,1100
326,162,290,2017-01-16,2,1700
327,193,264,2017-01-17,5,1300
328,157,211,2017-01-20,5,700
329,144,249,2017-01-22,4,1300
330,139,247,2017-01-23,10,1700
331,184,251,2017-01-24,2,1200
332,172,261,2017-01-24,6,500
333,131,237,2017-01-27,10,1300
334,159,211,2017-01-29,4,1800
335,149,274,2017-01-31,5,1000
336,108,211,2017-02-05,1,2000
337,106,202,2017-02-06,7,600
338,166,210,2017-02-06,6,1000
339,120,264,2017-02-09,10,1900
340,133,300,2017-02-13,3,600
341,117,207,2017-02-16,4,700
342,108,249,2017-02-16,5,2000
343,175,263,2017-02-16,10,2200
344,150,203,2017-02-21,4,2000
345,153,249,2017-02-27,3,1600
346,161,231,2017-02-28,1,950
347,191,293,2017-02-28,2,1550
348,180,297,2017-03-04,4,2400
349,124,254,2017-03-04,7,1800
350,194,273,2017-03-10,5,1800
351,174,243,2017-03-10,3,1800
352,145,275,2017-03-18,9,2400
353,112,286,2017-03-21,4,1600
354,182,223,2017-03-23,10,1700
355,132,289,2017-03-24,3,1100
356,191,203,2017-03-24,7,1550
357,183,233,2017-03-25,1,600
358,120,274,2017-03-25,5,1900
359,161,201,2017-03-26,5,950
360,177,204,2017-03-28,7,650
361,125,224,2017-04-02,10,2200
362,108,264,2017-04-03,6,2000
363,173,288,2017-04-06,1,1300
364,126,276,2017-04-06,5,1200
365,147,296,2017-04-08,7,800
366,182,262,2017-04-11,10,1700
367,113,277,2017-04-13,10,400
368,153,241,2017-04-14,10,1600
369,136,243,2017-04-15,2,1400
370,139,256,2017-04-16,7,1700
371,139,223,2017-04-16,10,1700
372,160,286,2017-04-16,5,2500
373,129,258,2017-04-16,4,1000
374,141,292,2017-04-18,10,900
375,186,253,2017-04-18,1,1000
376,197,261,2017-04-18,2,650
377,142,295,2017-04-19,5,1600
378,161,205,2017-04-23,10,950
379,171,294,2017-04-27,9,1550
380,122,207,2017-04-30,8,1400
381,170,202,2017-05-03,5,2100
382,137,249,2017-05-04,5,900
383,167,206,2017-05-08,5,750
384,139,299,2017-05-08,1,1700
385,176,212,2017-05-11,8,850
386,187,237,2017-05-15,5,750
387,143,202,2017-05-19,8,700
388,153,245,2017-05-20,3,1600
389,104,228,2017-05-23,4,1000
390,170,247,2017-05-28,6,2100
391,190,241,2017-05-29,5,2100
392,169,222,2017-06-02,1,1100
393,121,249,2017-06-04,1,900
394,102,247,2017-06-04,2,800
395,119,214,2017-06-07,10,1800
396,184,224,2017-06-07,4,1200
397,191,277,2017-06-12,4,1550
398,116,208,2017-06-15,1,1000
399,141,288,2017-06-15,1,900
400,199,228,2017-06-24,6,1900
401,149,248,2017-06-29,8,1000
402,172,221,2017-06-30,3,500
403,143,219,2017-06-30,7,700
404,134,203,2017-07-06,9,1500
405,190,217,2017-07-07,3,2100
406,133,223,2017-07-09,5,600
407,183,255,2017-07-10,5,600
408,133,267,2017-07-14,7,600
409,132,234,2017-07-18,8,1100
410,124,247,2017-07-20,1,1800
411,150,290,2017-07-22,8,2000
412,190,210,2017-07-26,3,2100
413,105,294,2017-08-01,3,1500
414,139,256,2017-08-01,1,1700
415,183,297,2017-08-01,6,600
416,104,255,2017-08-04,5,1000
417,129,266,2017-08-04,8,1000
418,155,207,2017-08-10,6,2200
419,110,296,2017-08-14,9,1800
420,131,265,2017-08-14,7,1300
421,195,265,2017-08-15,3,2200
422,186,258,2017-08-16,1,1000
423,179,212,2017-08-23,5,1900
424,143,239,2017-09-05,7,700
425,188,236,2017-09-07,4,1600
426,143,256,2017-09-08,2,700
427,125,272,2017-09-09,5,2200
428,191,276,2017-09-10,3,1550
429,172,293,2017-09-12,4,500
430,116,266,2017-09-12,6,1000
431,173,272,2017-09-12,5,1300
432,190,267,2017-09-18,3,2100
433,157,273,2017-09-18,6,700
434,106,240,2017-09-21,4,600
435,101,289,2017-09-23,8,500
436,169,243,2017-09-24,3,1100
437,195,263,2017-09-25,6,2200
438,174,239,2017-09-26,4,1800
439,117,296,2017-09-26,2,700
440,159,288,2017-10-01,9,1800
441,134,220,2017-10-01,6,1500
442,111,266,2017-10-01,2,900
443,191,266,2017-10-05,3,1550
444,101,289,2017-10-08,8,500
445,142,234,2017-10-09,10,1600
446,124,272,2017-10-09,1,1800
447,131,219,2017-10-12,1,1300
448,159,296,2017-10-17,8,1800
449,156,229,2017-10-18,9,800
450,178,224,2017-10-21,1,1400
451,121,232,2017-10-23,6,900
452,165,227,2017-10-27,8,2300
453,190,213,2017-10-27,6,2100
454,121,249,2017-10-28,3,900
455,161,279,2017-10-29,1,950
456,179,222,2017-10-29,1,1900
457,195,221,2017-11-03,5,2200
458,190,252,2017-11-05,9,2100
459,156,234,2017-11-07,2,800
460,130,258,2017-11-09,2,2300
461,139,217,2017-11-13,8,1700
462,170,239,2017-11-18,8,2100
463,139,280,2017-11-19,5,1700
464,171,277,2017-11-25,1,1550
465,151,269,2017-12-02,6,1500
466,159,261,2017-12-02,7,1800
467,101,262,2017-12-02,6,500
468,112,282,2017-12-03,9,1600
469,196,271,2017-12-03,1,850
470,135,242,2017-12-05,3,2400
471,149,239,2017-12-06,3,1000
472,166,253,2017-12-06,3,1000
473,119,229,2017-12-06,5,1800
474,128,257,2017-12-06,5,1900
475,151,233,2017-12-07,10,1500
476,160,236,2017-12-07,5,2500
477,114,296,2017-12-08,5,1300
478,170,214,2017-12-09,8,2100
479,193,266,2017-12-13,5,1300
480,144,205,2017-12-14,2,1300
481,117,226,2017-12-15,7,700
482,199,299,2017-12-16,2,1900
483,103,255,2017-12-19,2,300
484,161,213,2017-12-21,6,950
485,197,237,2017-12-21,8,650
486,129,276,2017-12-21,6,1000
487,148,246,2017-12-23,6,1700
488,173,227,2017-12-27,5,1300
489,108,297,2017-12-30,10,2000
490,109,258,2018-01-02,6,700
491,167,229,2018-01-05,6,750
492,155,234,2018-01-09,6,2200
493,144,291,2018-01-11,7,1300
494,199,272,2018-01-14,8,1900
495,131,263,2018-01-14,4,1300
496,122,275,2018-01-14,8,1400
497,195,290,2018-01-19,3,2200
498,137,238,2018-01-21,8,900
499,132,247,2018-01-23,3,1100
500,192,212,2018-01-26,10,500
501,166,242,2018-01-28,10,1000
502,156,250,2018-01-29,3,800
503,111,300,2018-01-31,10,900
504,168,260,2018-02-02,8,1600
505,139,226,2018-02-03,6,1700
506,111,214,2018-02-03,5,900
507,185,230,2018-02-04,7,2300
508,172,276,2018-02-05,10,500
509,193,206,2018-02-05,5,1300
510,141,285,2018-02-06,5,900
511,196,205,2018-02-12,9,850
512,177,241,2018-02-16,5,650
513,116,260,2018-02-17,3,1000
514,173,210,2018-02-21,5,1300
515,105,299,2018-02-25,6,1500
516,171,203,2018-02-28,5,1550
517,138,219,2018-03-03,1,1600
518,189,205,2018-03-03,7,1100
519,108,214,2018-03-03,5,2000
520,122,285,2018-03-07,1,1400
521,116,294,2018-03-07,3,1000
522,123,221,2018-03-11,7,500
523,137,209,2018-03-13,2,900
524,103,208,2018-03-15,5,300
525,105,229,2018-03-15,7,1500
526,188,281,2018-03-16,3,1600
527,127,265,2018-03-16,5,800
528,112,207,2018-03-17,8,1600
529,120,257,2018-03-26,1,1900
530,173,247,2018-03-26,10,1300
531,137,254,2018-03-28,4,900
532,199,233,2018-03-29,8,1900
533,136,207,2018-03-29,8,1400
534,172,295,2018-04-06,5,500
535,196,232,2018-04-12,1,850
536,200,266,2018-04-15,2,2400
537,113,221,2018-04-16,10,400
538,186,267,2018-04-16,10,1000
539,109,258,2018-04-21,8,700
540,173,231,2018-04-23,9,1300
541,156,285,2018-04-23,6,800
542,182,213,2018-04-24,5,1700
543,187,242,2018-04-25,7,750
544,110,229,2018-04-26,3,1800
545,185,257,2018-04-29,2,2300
546,197,263,2018-05-02,3,650
547,188,223,2018-05-03,2,1600
548,180,288,2018-05-04,1,2400
549,187,281,2018-05-10,10,750
550,193,287,2018-05-18,8,1300
551,157,251,2018-05-18,3,700
552,103,223,2018-05-18,4,300
553,138,245,2018-05-18,2,1600
554,114,273,2018-05-25,8,1300
555,113,291,2018-05-26,9,400
556,105,203,2018-05-27,2,1500
557,161,220,2018-05-29,2,950
558,131,243,2018-05-30,3,1300
559,199,247,2018-06-01,9,1900
560,118,283,2018-06-05,9,1500
561,185,213,2018-06-10,8,2300
562,170,238,2018-06-10,9,2100
563,101,232,2018-06-13,5,500
564,119,277,2018-06-13,9,1800
565,104,221,2018-06-14,8,1000
566,110,285,2018-06-17,5,1800
567,119,265,2018-06-18,4,1800
568,136,270,2018-06-18,4,1400
569,177,300,2018-06-19,6,650
570,163,215,2018-06-20,5,600
571,146,207,2018-06-22,10,1100
572,175,237,2018-06-23,3,2200
573,144,279,2018-06-24,9,1300
574,113,213,2018-06-30,7,400
575,178,281,2018-07-02,8,1400
576,183,256,2018-07-03,7,600
577,139,288,2018-07-05,4,1700
578,183,274,2018-07-08,8,600
579,180,269,2018-07-09,3,2400
580,189,245,2018-07-12,10,1100
581,117,224,2018-07-14,5,700
582,179,204,2018-07-14,9,1900
583,164,238,2018-07-17,10,1200
584,152,273,2018-07-21,4,300
585,145,299,2018-07-21,1,2400
586,117,293,2018-07-22,8,700
587,138,255,2018-07-22,9,1600
588,141,296,2018-07-23,2,900
589,116,231,2018-07-23,5,1000
590,106,277,2018-07-27,3,600
591,134,232,2018-07-27,7,1500
592,113,275,2018-07-28,2,400
593,112,251,2018-07-29,10,1600
594,115,239,2018-08-01,8,2200
595,195,234,2018-08-05,1,2200
596,130,236,2018-08-08,10,2300
597,190,250,2018-08-08,7,2100
598,144,285,2018-08-11,8,1300
599,137,245,2018-08-11,10,900
600,115,250,2018-08-13,7,2200
601,174,212,2018-08-19,1,1800
602,103,280,2018-08-21,10,300
603,200,207,2018-08-23,9,2400
604,103,230,2018-08-23,2,300
605,194,252,2018-08-24,10,1800
606,192,292,2018-08-28,5,500
607,161,259,2018-08-29,7,950
608,125,289,2018-08-29,5,2200
609,141,292,2018-09-01,8,900
610,117,205,2018-09-05,6,700
611,178,262,2018-09-09,8,1400
612,122,212,2018-09-10,4,1400
613,127,231,2018-09-10,7,800
614,165,274,2018-09-12,4,2300
615,149,289,2018-09-13,5,1000
616,151,233,2018-09-13,9,1500
617,142,290,2018-09-15,4,1600
618,104,240,2018-09-20,10,1000
619,105,262,2018-09-21,8,1500
620,193,249,2018-09-24,6,1300
621,157,222,2018-09-28,8,700
622,157,257,2018-09-30,7,700
623,142,206,2018-10-02,9,1600
624,120,269,2018-10-02,8,1900
625,120,273,2018-10-03,8,1900
626,103,252,2018-10-04,9,300
627,173,222,2018-10-06,10,1300
628,155,225,2018-10-08,6,2200
629,120,280,2018-10-09,7,1900
630,149,205,2018-10-09,4,1000
631,164,212,2018-10-14,9,1200
632,166,296,2018-10-15,3,1000
633,167,266,2018-10-16,7,750
634,163,277,2018-10-18,3,600
635,188,257,2018-10-20,6,1600
636,124,291,2018-10-22,4,1800
637,123,297,2018-10-22,4,500
638,110,245,2018-10-22,7,1800
639,122,263,2018-10-23,7,1400
640,179,272,2018-10-24,5,1900
641,194,249,2018-10-28,7,1800
642,156,267,2018-10-28,1,800
643,171,244,2018-10-30,2,1550
644,169,229,2018-11-01,9,1100
645,194,275,2018-11-02,9,1800
646,114,236,2018-11-02,2,1300
647,121,217,2018-11-04,4,900
648,196,299,2018-11-05,10,850
649,186,286,2018-11-06,1,1000
650,114,277,2018-11-06,3,1300
651,165,262,2018-11-07,3,2300
652,157,265,2018-11-07,3,700
653,131,240,2018-11-08,10,1300
654,146,251,2018-11-09,5,1100
655,184,228,2018-11-14,5,1200
656,106,256,2018-11-16,10,600
657,150,213,2018-11-17,8,2000
658,179,292,2018-11-18,5,1900
659,144,260,2018-11-20,3,1300
660,126,204,2018-11-20,4,1200
661,140,283,2018-11-20,10,2500
662,107,218,2018-11-20,9,1200
663,155,251,2018-11-20,7,2200
664,146,288,2018-11-21,2,1100
665,144,220,2018-11-26,2,1300
666,111,209,2018-11-28,7,900
667,158,227,2018-11-29,8,1400
668,139,291,2018-12-04,4,1700
669,106,254,2018-12-05,9,600
670,195,219,2018-12-06,2,2200
671,123,269,2018-12-09,1,500
672,172,262,2018-12-09,2,500
673,139,214,2018-12-09,9,1700
674,198,294,2018-12-12,9,1400
675,180,260,2018-12-13,6,2400
676,116,254,2018-12-13,8,1000
677,193,218,2018-12-15,6,1300
678,133,293,2018-12-15,1,600
679,193,269,2018-12-21,6,1300
680,165,246,2018-12-21,6,2300
681,137,217,2018-12-27,10,900
682,141,226,2018-12-29,6,900
683,165,293,2018-12-29,7,2300
684,193,216,2018-12-29,4,1300
685,129,254,2018-12-30,1,1000
686,114,298,2018-12-31,8,1300
687,119,209,2019-01-13,6,1800
688,199,273,2019-01-14,6,1900
689,116,296,2019-01-15,4,1000
690,118,234,2019-01-15,7,1500
691,128,201,2019-01-15,7,1900
692,111,258,2019-01-17,9,900
693,187,267,2019-01-17,3,750
694,133,250,2019-01-20,5,600
695,182,211,2019-01-21,3,1700
696,192,275,2019-01-24,8,500
697,186,259,2019-01-24,6,1000
698,168,299,2019-01-25,1,1600
699,173,221,2019-01-27,2,1300
700,165,294,2019-01-28,1,2300
701,158,205,2019-01-31,8,1400
702,168,224,2019-02-04,7,1600
703,142,296,2019-02-04,5,1600
704,135,249,2019-02-05,6,2400
705,127,278,2019-02-05,1,800
706,140,228,2019-02-06,7,2500
707,194,256,2019-02-06,10,1800
708,164,264,2019-02-08,10,1200
709,139,236,2019-02-15,6,1700
710,158,240,2019-02-17,7,1400
711,173,244,2019-02-17,6,1300
712,192,276,2019-02-24,1,500
713,196,224,2019-03-01,4,850
714,191,275,2019-03-07,1,1550
715,171,224,2019-03-08,7,1550
716,179,240,2019-03-08,7,1900
717,101,258,2019-03-08,1,500
718,170,210,2019-03-08,8,2100
719,188,271,2019-03-12,10,1600
720,124,251,2019-03-18,9,1800
721,115,216,2019-03-19,8,2200
722,143,280,2019-03-23,7,700
723,138,241,2019-03-25,3,1600
724,115,247,2019-04-01,10,2200
725,111,271,2019-04-02,8,900
726,122,212,2019-04-03,10,1400
727,194,276,2019-04-05,7,1800
728,176,288,2019-04-06,6,850
729,111,278,2019-04-06,5,900
730,142,245,2019-04-08,3,1600
731,158,265,2019-04-11,1,1400
732,163,286,2019-04-15,1,600
733,156,255,2019-04-15,10,800
734,194,273,2019-04-19,5,1800
735,102,286,2019-04-20,10,800
736,200,264,2019-04-29,3,2400
737,107,296,2019-05-11,2,1200
738,106,279,2019-05-11,4,600
739,135,276,2019-05-12,6,2400
740,136,240,2019-05-12,4,1400
741,136,299,2019-05-16,8,1400
742,148,238,2019-05-19,6,1700
743,157,294,2019-05-24,1,700
744,180,225,2019-05-25,10,2400
745,153,291,2019-05-25,8,1600
746,151,268,2019-05-30,8,1500
747,188,208,2019-06-07,1,1600
748,179,246,2019-06-09,1,1900
749,151,235,2019-06-25,3,1500
750,195,225,2019-06-25,8,2200
751,193,273,2019-06-26,8,1300
752,189,222,2019-06-28,10,1100
753,199,264,2019-06-30,2,1900
754,184,254,2019-07-01,10,1200
755,125,251,2019-07-02,4,2200
756,123,282,2019-07-03,2,500
757,102,222,2019-07-08,4,800
758,149,273,2019-07-12,1,1000
759,151,228,2019-07-15,1,1500
760,164,253,2019-07-16,9,1200
761,167,242,2019-07-19,10,750
762,131,265,2019-07-21,9,1300
763,112,219,2019-07-28,7,1600
764,195,261,2019-07-31,4,2200
765,101,203,2019-08-06,9,500
766,192,240,2019-08-13,7,500
767,172,278,2019-08-13,9,500
768,180,272,2019-08-18,7,2400
769,198,297,2019-08-19,6,1400
770,166,281,2019-08-20,6,1000
771,141,231,2019-08-20,1,900
772,150,216,2019-08-21,3,2000
773,174,285,2019-08-21,2,1800
774,102,239,2019-08-22,6,800
775,179,216,2019-08-22,2,1900
776,171,247,2019-08-23,9,1550
777,104,283,2019-08-28,7,1000
778,121,254,2019-08-29,10,900
779,147,293,2019-08-29,3,800
780,110,232,2019-08-31,7,1800
781,129,206,2019-09-01,10,1000
782,104,269,2019-09-05,1,1000
783,185,287,2019-09-12,2,2300
784,113,250,2019-09-15,5,400
785,192,281,2019-09-21,1,500
786,151,201,2019-09-23,5,1500
787,144,253,2019-09-27,5,1300
